Proprietary Name	NDC Package Code	Strength	Dosage Form	Route	Appl. No.	Labeler Name	Product NDC	Nonproprietary Name	Substance Name	Product Type Name	Start Marketing Date	End Marketing Date	Market Category	Package Description	Pharm Class	DEA	Sample Package	Listing Record Certified Through:
Phentermine Hydrochloride	68382-670-77	37.5 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Zydus Pharmaceuticals (USA) Inc.	68382-670	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"10 BLISTER PACK in 1 CARTON (68382-670-77)  > 10 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK (68382-670-30)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	68788-7740-1	15 mg/1	CAPSULE	ORAL	ANDA205019	"Preferred Pharmaceuticals, Inc."	68788-7740	phentermine hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/01/2020	N/A	ANDA	7 CAPSULE in 1 BOTTLE (68788-7740-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	68788-7740-3	15 mg/1	CAPSULE	ORAL	ANDA205019	"Preferred Pharmaceuticals, Inc."	68788-7740	phentermine hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/01/2020	N/A	ANDA	30 CAPSULE in 1 BOTTLE (68788-7740-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0161-8	37.5 mg/1	TABLET	ORAL	ANDA200272	Bryant Ranch Prepack	71335-0161	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	2 TABLET in 1 BOTTLE (71335-0161-8)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0350-7	30 mg/1	TABLET	ORAL	ANDA040526	Bryant Ranch Prepack	71335-0350	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	60 TABLET in 1 BOTTLE (71335-0350-7)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0350-8	30 mg/1	TABLET	ORAL	ANDA040526	Bryant Ranch Prepack	71335-0350	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	42 TABLET in 1 BOTTLE (71335-0350-8)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	17224-851-28	15 mg/1	CAPSULE	ORAL	ANDA205019	"CALVIN, SCOTT AND COMPANY, INCORPORATED"	17224-851	phentermine hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/01/2019	N/A	ANDA	28 CAPSULE in 1 BOTTLE (17224-851-28)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine hydrochloride	17224-904-28	37.5 mg/1	TABLET	ORAL	ANDA205008	"CALVIN, SCOTT AND COMPANY, INCORPORATED"	17224-904	phentermine hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/02/2019	N/A	ANDA	28 TABLET in 1 BOTTLE (17224-904-28)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	68071-4919-3	30 mg/1	TABLET	ORAL	ANDA040526	"NuCare Pharmaceuticals,Inc."	68071-4919	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	30 TABLET in 1 BOTTLE (68071-4919-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	43547-404-03	37.5 mg/1	TABLET	ORAL	ANDA040377	"Solco Healthcare U.S., LLC"	43547-404	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	01/04/2002	N/A	ANDA	"30 TABLET in 1 BOTTLE, PLASTIC (43547-404-03)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43547-404-10	37.5 mg/1	TABLET	ORAL	ANDA040377	"Solco Healthcare U.S., LLC"	43547-404	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	01/04/2002	N/A	ANDA	"100 TABLET in 1 BOTTLE, PLASTIC (43547-404-10)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43547-404-11	37.5 mg/1	TABLET	ORAL	ANDA040377	"Solco Healthcare U.S., LLC"	43547-404	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	01/04/2002	N/A	ANDA	"1000 TABLET in 1 BOTTLE, PLASTIC (43547-404-11)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	68382-670-06	37.5 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Zydus Pharmaceuticals (USA) Inc.	68382-670	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"30 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (68382-670-06)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	68382-703-06	15 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Zydus Pharmaceuticals (USA) Inc.	68382-703	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"30 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (68382-703-06)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	68382-704-77	30 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Zydus Pharmaceuticals (USA) Inc.	68382-704	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"10 BLISTER PACK in 1 CARTON (68382-704-77)  > 10 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK (68382-704-30)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	68382-704-16	30 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Zydus Pharmaceuticals (USA) Inc.	68382-704	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"90 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (68382-704-16)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	71205-340-60	30 mg/1	CAPSULE	ORAL	ANDA087022	Proficient Rx LP	71205-340	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/01/2007	N/A	ANDA	60 CAPSULE in 1 BOTTLE (71205-340-60)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71205-340-90	30 mg/1	CAPSULE	ORAL	ANDA087022	Proficient Rx LP	71205-340	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/01/2007	N/A	ANDA	90 CAPSULE in 1 BOTTLE (71205-340-90)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63629-2949-6	30 mg/1	CAPSULE	ORAL	ANDA087022	Bryant Ranch Prepack	63629-2949	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/01/2007	N/A	ANDA	2 CAPSULE in 1 BOTTLE (63629-2949-6)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	71335-0161-7	37.5 mg/1	TABLET	ORAL	ANDA200272	Bryant Ranch Prepack	71335-0161	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	45 TABLET in 1 BOTTLE (71335-0161-7)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0161-9	37.5 mg/1	TABLET	ORAL	ANDA200272	Bryant Ranch Prepack	71335-0161	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	21 TABLET in 1 BOTTLE (71335-0161-9)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71205-340-30	30 mg/1	CAPSULE	ORAL	ANDA087022	Proficient Rx LP	71205-340	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/01/2007	N/A	ANDA	30 CAPSULE in 1 BOTTLE (71205-340-30)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	68382-703-77	15 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Zydus Pharmaceuticals (USA) Inc.	68382-703	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"10 BLISTER PACK in 1 CARTON (68382-703-77)  > 10 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK (68382-703-30)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	66267-166-60	30 mg/1	TABLET	ORAL	ANDA040526	"NuCare Pharmaceuticals, Inc."	66267-166	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	60 TABLET in 1 BOTTLE (66267-166-60)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	13107-061-01	37.5 mg/1	TABLET	ORAL	ANDA203068	"Aurolife Pharma, LLC"	13107-061	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/2014	N/A	ANDA	100 TABLET in 1 BOTTLE (13107-061-01)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	13107-061-05	37.5 mg/1	TABLET	ORAL	ANDA203068	"Aurolife Pharma, LLC"	13107-061	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/2014	N/A	ANDA	500 TABLET in 1 BOTTLE (13107-061-05)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	13107-061-30	37.5 mg/1	TABLET	ORAL	ANDA203068	"Aurolife Pharma, LLC"	13107-061	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/2014	N/A	ANDA	30 TABLET in 1 BOTTLE (13107-061-30)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	13107-061-99	37.5 mg/1	TABLET	ORAL	ANDA203068	"Aurolife Pharma, LLC"	13107-061	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/06/2014	N/A	ANDA	1000 TABLET in 1 BOTTLE (13107-061-99)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	68788-8942-3	15 mg/1	CAPSULE	ORAL	ANDA087022	Preferred Pharmaceuticals Inc.	68788-8942	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/29/2015	N/A	ANDA	30 CAPSULE in 1 BOTTLE (68788-8942-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	68788-8950-1	30 mg/1	CAPSULE	ORAL	ANDA087022	Preferred Pharmaceuticals Inc.	68788-8950	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	11/20/2015	N/A	ANDA	7 CAPSULE in 1 BOTTLE (68788-8950-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	68788-8950-3	30 mg/1	CAPSULE	ORAL	ANDA087022	Preferred Pharmaceuticals Inc.	68788-8950	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	11/20/2015	N/A	ANDA	30 CAPSULE in 1 BOTTLE (68788-8950-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63629-7122-2	30 mg/1	CAPSULE	ORAL	ANDA091359	Bryant Ranch Prepack	63629-7122	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/19/2010	N/A	ANDA	42 CAPSULE in 1 BOTTLE (63629-7122-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	43063-596-15	30 mg/1	TABLET	ORAL	ANDA040526	"PD-Rx Pharmaceuticals, Inc."	43063-596	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	"15 TABLET in 1 BOTTLE, PLASTIC (43063-596-15)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	68788-9271-3	37.5 mg/1	TABLET	ORAL	ANDA040555	"Preferred Pharmaceuticals, Inc."	68788-9271	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/22/2014	N/A	ANDA	30 TABLET in 1 BOTTLE (68788-9271-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-596-93	30 mg/1	TABLET	ORAL	ANDA040526	"PD-Rx Pharmaceuticals, Inc."	43063-596	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	"180 TABLET in 1 BOTTLE, PLASTIC (43063-596-93)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0419-2	15 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0419	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	14 CAPSULE in 1 BOTTLE (71335-0419-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0419-9	15 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0419	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	60 CAPSULE in 1 BOTTLE (71335-0419-9)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	70771-1200-3	15 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Cadila Healthcare Limited	70771-1200	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"30 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (70771-1200-3)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	70771-1201-5	30 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Cadila Healthcare Limited	70771-1201	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"500 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (70771-1201-5)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	70771-1202-1	37.5 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Cadila Healthcare Limited	70771-1202	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"100 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (70771-1202-1)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0350-5	30 mg/1	TABLET	ORAL	ANDA040526	Bryant Ranch Prepack	71335-0350	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	30 TABLET in 1 BOTTLE (71335-0350-5)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0678-5	30 mg/1	CAPSULE	ORAL	ANDA040886	Bryant Ranch Prepack	71335-0678	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	60 CAPSULE in 1 BOTTLE (71335-0678-5)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	70518-2278-0	37.5 mg/1	TABLET	ORAL	ANDA203068	REMEDYREPACK INC.	70518-2278	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/23/2019	N/A	ANDA	"30 TABLET in 1 BOTTLE, PLASTIC (70518-2278-0)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63187-987-30	30 mg/1	CAPSULE	ORAL	ANDA040875	Proficient Rx LP	63187-987	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	30 CAPSULE in 1 BOTTLE (63187-987-30)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine hydrochloride	71335-0646-6	37.5 mg/1	CAPSULE	ORAL	ANDA205017	Bryant Ranch Prepack	71335-0646	phentermine hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	01/24/2017	N/A	ANDA	120 CAPSULE in 1 BOTTLE (71335-0646-6)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	68788-7502-3	30 mg/1	CAPSULE	ORAL	ANDA202248	"Preferred Pharmaceuticals, Inc."	68788-7502	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	30 CAPSULE in 1 BOTTLE (68788-7502-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	68788-7502-1	30 mg/1	CAPSULE	ORAL	ANDA202248	"Preferred Pharmaceuticals, Inc."	68788-7502	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	7 CAPSULE in 1 BOTTLE (68788-7502-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0474-4	30 mg/1	CAPSULE	ORAL	ANDA087022	Bryant Ranch Prepack	71335-0474	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/01/2007	N/A	ANDA	28 CAPSULE in 1 BOTTLE (71335-0474-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0161-1	37.5 mg/1	TABLET	ORAL	ANDA200272	Bryant Ranch Prepack	71335-0161	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	30 TABLET in 1 BOTTLE (71335-0161-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0030-5	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0030	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	60 CAPSULE in 1 BOTTLE (71335-0030-5)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0030-6	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0030	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	2 CAPSULE in 1 BOTTLE (71335-0030-6)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0030-9	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0030	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	42 CAPSULE in 1 BOTTLE (71335-0030-9)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0161-3	37.5 mg/1	TABLET	ORAL	ANDA200272	Bryant Ranch Prepack	71335-0161	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	28 TABLET in 1 BOTTLE (71335-0161-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0161-6	37.5 mg/1	TABLET	ORAL	ANDA200272	Bryant Ranch Prepack	71335-0161	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	60 TABLET in 1 BOTTLE (71335-0161-6)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0030-0	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0030	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	24 CAPSULE in 1 BOTTLE (71335-0030-0)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-596-07	30 mg/1	TABLET	ORAL	ANDA040526	"PD-Rx Pharmaceuticals, Inc."	43063-596	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	"7 TABLET in 1 BOTTLE, PLASTIC (43063-596-07)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-596-21	30 mg/1	TABLET	ORAL	ANDA040526	"PD-Rx Pharmaceuticals, Inc."	43063-596	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	"21 TABLET in 1 BOTTLE, PLASTIC (43063-596-21)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-596-42	30 mg/1	TABLET	ORAL	ANDA040526	"PD-Rx Pharmaceuticals, Inc."	43063-596	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	"42 TABLET in 1 BOTTLE, PLASTIC (43063-596-42)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
